"degree","normalised.degree","nestedrank","betweenness","weighted.betweenness","closeness","weighted.closeness","evcent","Taxon","Endemicity","site","max.degree","missing.degree"
1,0.0178571428571429,0.528455284552846,0,0,0.00811799122379327,0.00392728136230997,0.0317213178473094,"Nesophrosyne nubigena","Endem","Kil",56,55
1,0.0178571428571429,0.536585365853659,0,0,0.00581423695758167,0.0033862267196913,0.0068708050164859,"Nesophrosyne ogradyi","Endem","Kil",56,55
1,0.0178571428571429,0.544715447154472,0,0,0,NA,0,"Nesophrosyne palolo","Endem","Kil",56,55
1,0.0178571428571429,0.552845528455285,0,0,0.00914188200877621,0.00434842593482128,0.0874086889053699,"Nesophrosyne peleae","Endem","Kil",56,55
2,0.0357142857142857,0.24390243902439,0.0184857051265335,0.00696559883610821,0.010580204778157,0.00516645068270956,0.197538214520596,"Nesophrosyne procellaris","Endem","Kil",56,54
1,0.0178571428571429,0.560975609756098,0,0,0,NA,0,"Nesophrosyne silvicola","Endem","Kil",56,55
1,0.0178571428571429,0.569105691056911,0,0,0.00787420770355924,0.00395852621833179,0.0529986120737689,"Nesophrosyne silvigena","Cosmo","Kil",56,55
1,0.0178571428571429,0.577235772357724,0,0,0.00625304729400292,0.00291447798407204,0.00443206043483785,"Nesophrosyne aakokohaikea","Endem","Kil",56,55
1,0.0178571428571429,0.585365853658537,0,0,0.0068137493905412,0.00355859264163435,0.0181278691070546,"Nesosteles volcanicola","Cosmo","Kil",56,55
1,0.0178571428571429,0.59349593495935,0,0,0.00772793759141882,0.00389213233249931,0.0478859960419618,"Nesosydne koae","Cosmo","Kil",56,55
1,0.0178571428571429,0.601626016260163,0,0,0.00639931740614335,0.00307855952052203,0.00463196798001539,"Nesosydne nesopele","Cosmo","Kil",56,55
1,0.0178571428571429,0.609756097560976,0,0,0.00772793759141882,0.00389213233249931,0.0478859960419618,"Nesosydne pseudorubescens","Cosmo","Kil",56,55
1,0.0178571428571429,0.617886178861789,0,0,0,NA,0,"Nesosydne aku","Endem","Kil",56,55
1,0.0178571428571429,0.626016260162602,0,0,0.00736226231106777,0.00353784881161778,0.0148768326043863,"Nesosydne anceps","Endem","Kil",56,55
1,0.0178571428571429,0.634146341463415,0,0,0.00914188200877621,0.00434842593482128,0.08740868890537,"Nesosydne coprosmicola","Endem","Kil",56,55
2,0.0357142857142857,0.252032520325203,0,0,0.00711847879083374,0.00369922021421066,0.0162449076863077,"Nesosydne cyrtandricola","Endem","Kil",56,54
1,0.0178571428571429,0.642276422764228,0,0,0.00772793759141882,0.00389213233249931,0.0478859960419618,"Nesosydne koaephyllodii","Cosmo","Kil",56,55
1,0.0178571428571429,0.650406504065041,0,0,0.00819112627986348,0.00397848709106506,0.0626587361562272,"Nesosydne raillardiae","Endem","Kil",56,55
1,0.0178571428571429,0.658536585365854,0,0,0.00772793759141882,0.00389213233249931,0.0478859960419618,"Nesosydne rubescens pele","Endem","Kil",56,55
1,0.0178571428571429,0.666666666666667,0,0,0,NA,0,"Nesosydne ulehihi","Endem","Kil",56,55
1,0.0178571428571429,0.67479674796748,0,0,0.00828863968795709,0.00405799836871162,0.0707379706116404,"Nesosydne cyathodis","Cosmo","Kil",56,55
8,0.142857142857143,0.016260162601626,0.0477458072865259,0.0359349233228108,0.0102145294978059,0.00570374447982703,0.162338337071875,"Nesosydne ipomoeicola","Cosmo","Kil",56,48
1,0.0178571428571429,0.682926829268293,0,0,0.00632618235007314,0.00306829765545362,0.00450101017716546,"Nesosydne nephrolepidis","Cosmo","Kil",56,55
1,0.0178571428571429,0.691056910569106,0,0,0.00772793759141882,0.00389213233249931,0.0478859960419618,"Nesosydne rubescens","Cosmo","Kil",56,55
6,0.107142857142857,0.0487804878048781,0.0110044190823011,0.0110968075675538,0.00926377376889322,0.00479838034736448,0.0781985821567989,"Nesosydne umbratica","Cosmo","Kil",56,50
1,0.0178571428571429,0.699186991869919,0,0,0.00725255972696246,0.00355149879738699,0.0114638172071829,"Nesothoe dryope","Cosmo","Kil",56,55
1,0.0178571428571429,0.707317073170732,0,0,0.00725255972696246,0.00355149879738699,0.0114638172071829,"Nesothoe haa","Endem","Kil",56,55
2,0.0357142857142857,0.260162601626016,0.00722073004315676,0.000752069797214769,0.00884934178449537,0.00509026339153596,0.110544732198189,"Nysius blackburni","Cosmo","Kil",56,54
9,0.160714285714286,0.00813008130081301,0.103591283948198,0.246359173485525,0.0127254997562165,0.00735704779514655,0.596525361983992,"Nysius communis","Cosmo","Kil",56,47
3,0.0535714285714286,0.16260162601626,0.00462435009115261,0.000886367975288835,0.0091175036567528,0.00565700684197123,0.159849956999164,"Nysius nemorivagus","Cosmo","Kil",56,53
1,0.0178571428571429,0.715447154471545,0,0,0.00819112627986348,0.00397848709106506,0.0626587361562272,"Nysius delectulus","Endem","Kil",56,55
5,0.0892857142857143,0.0650406504065041,0.0434630280321145,0.0423882490705942,0.0118966357874208,0.00631192660550459,0.379312215429087,"Nysius delectus","Cosmo","Kil",56,51
1,0.0178571428571429,0.723577235772358,0,0,0.0068137493905412,0.00355859264163435,0.0181278691070546,"Nysius longicollis","Cosmo","Kil",56,55
5,0.0892857142857143,0.0731707317073171,0.0157181621124513,0.012561356255861,0.00914188200877621,0.00528814226332489,0.165598049120243,"Nysius lichenicola","Endem","Kil",56,51
1,0.0178571428571429,0.731707317073171,0,0,0.00596050706972209,0.00339872971065632,0.0118136197117399,"Nysius dallasi","Endem","Kil",56,55
7,0.125,0.024390243902439,0.0224863413657377,0.0239426791870445,0.0091175036567528,0.00583203355841237,0.243019874652007,"Nysius terrestris","Cosmo","Kil",56,49
11,0.196428571428571,0,0.148584066131867,0.209646057737535,0.0125792296440761,0.00709888917714205,0.625797197069239,"Nysius kinbergi","Cosmo","Kil",56,45
1,0.0178571428571429,0.739837398373984,0,0,0.00649683081423696,0.00329216486636654,0.00749023398919254,"Nysius rubescens","Endem","Kil",56,55
5,0.0892857142857143,0.0813008130081301,0.016968145344822,0.00551696915528263,0.00926377376889322,0.00530337601288315,0.174826996951091,"Nysius coenosulus","Cosmo","Kil",56,51
1,0.0178571428571429,0.747967479674797,0,0,0.00811799122379327,0.00392728136230997,0.0317213178473095,"Oceanides bryani","Endem","Kil",56,55
3,0.0535714285714286,0.170731707317073,0.0186798093539176,0.0122030211684151,0.00943442223305705,0.00442649337165706,0.0993309833294005,"Oceanides nimbatus","Cosmo","Kil",56,53
1,0.0178571428571429,0.75609756097561,0,0,0.00977571916138469,0.00451589188864801,0.165816896673287,"Oceanides pteridicola","Cosmo","Kil",56,55
2,0.0357142857142857,0.268292682926829,0.0168469683506343,0.00426172885088369,0.0103607996099464,0.0053351388908583,0.213702892715249,"Oceanides vulcan","Endem","Kil",56,54
1,0.0178571428571429,0.764227642276423,0,0,0.00772793759141882,0.00395399182403817,0.0220277883179132,"Oceanides nubicola","Endem","Kil",56,55
4,0.0714285714285714,0.105691056910569,0.05281049674865,0.0371271789891691,0.0103851779619698,0.00494886718621551,0.159200403218778,"Oliarus opuna","Endem","Kil",56,52
1,0.0178571428571429,0.772357723577236,0,0,0.00838615309605071,0.00414479233006868,0.0561229814393754,"Oliarus filicicola","Cosmo","Kil",56,55
1,0.0178571428571429,0.780487804878049,0,0,0.00977571916138469,0.00451589188864801,0.165816896673287,"Oliarus kanakanus","Endem","Kil",56,55
1,0.0178571428571429,0.788617886178862,0,0,0.00977571916138469,0.00451589188864801,0.165816896673287,"Oliarus pele","Cosmo","Kil",56,55
1,0.0178571428571429,0.796747967479675,0,0,0.00772793759141882,0.00389213233249931,0.0478859960419618,"Opuna sharpianus","Cosmo","Kil",56,55
1,0.0178571428571429,0.804878048780488,0,0,0.00772793759141882,0.00389213233249931,0.0478859960419618,"Opuna sharpianus luteus","Cosmo","Kil",56,55
1,0.0178571428571429,0.813008130081301,0,0,0.00725255972696246,0.00355149879738699,0.0114638172071829,"Orthotylus antidesmae","Endem","Kil",56,55
1,0.0178571428571429,0.821138211382114,0,0,0.00745977571916138,0.00390644771524722,0.0244231696128771,"Orthotylus iolani","Endem","Kil",56,55
1,0.0178571428571429,0.829268292682927,0,0,0.00914188200877621,0.00434842593482128,0.08740868890537,"Orthotylus kanakanus","Endem","Kil",56,55
1,0.0178571428571429,0.83739837398374,0,0,0.00977571916138469,0.00451589188864801,0.165816896673287,"Orthotylus metrosideri","Endem","Kil",56,55
1,0.0178571428571429,0.845528455284553,0,0,0.00821550463188688,0.00393063538525124,0.0300040109141047,"Orthotylus pipturi","Endem","Kil",56,55
1,0.0178571428571429,0.853658536585366,0,0,0.00811799122379327,0.00392728136230997,0.0317213178473094,"Orthotylus psychotriae","Endem","Kil",56,55
1,0.0178571428571429,0.861788617886179,0,0,0.00977571916138469,0.00451589188864801,0.165816896673287,"Sarona adonias","Cosmo","Kil",56,55
1,0.0178571428571429,0.869918699186992,0,0,0.00772793759141882,0.00395399182403817,0.0220277883179133,"Sarona myoporicola","Endem","Kil",56,55
2,0.0357142857142857,0.276422764227642,0.00472308554822626,0.00399333910731721,0.00804485616772306,0.00400154744226671,0.0574306725086068,"Sarona hamakua","Endem","Kil",56,54
1,0.0178571428571429,0.878048780487805,0,0,0.00821550463188688,0.00393063538525124,0.0300040109141047,"Sarona mamaki","Endem","Kil",56,55
1,0.0178571428571429,0.886178861788618,0,0,0.00736226231106777,0.00353784881161778,0.0148768326043863,"Sulamita lunalilo","Cosmo","Kil",56,55
3,0.0535714285714286,0.178861788617886,0.00453149785277498,0.00900367542942616,0.00845928815212092,0.00525643454822168,0.0692740755184322,"Koanoa hawaiiensis","Cosmo","Kil",56,53
5,0.0892857142857143,0.0894308943089431,0.118365669898998,0.153742328030984,0.0128230131643101,0.00684972811585826,0.371073895779446,"Orthotylus kassandra","Cosmo","Kil",56,51
3,0.0535714285714286,0.186991869918699,0.0259903013783584,0.018906538652898,0.0101901511457825,0.00570374447982703,0.154995487551928,"Lasiochilus denigratus","Cosmo","Kil",56,53
1,0.0178571428571429,0.894308943089431,0,0,0.00802047781569966,0.004038119309656,0.0345952600180592,"Lasiochilus montivagus","Endem","Kil",56,55
2,0.0357142857142857,0.284552845528455,0.00753903322597445,0.00171901667934804,0.0103851779619698,0.00565121843836745,0.221939878112662,"Nabis pele","Endem","Kil",56,54
6,0.107142857142857,0.0569105691056911,0.0482622886338554,0.0128478590357523,0.0115309605070697,0.0067352875363616,0.456363405520637,"Nabis blackburni","Cosmo","Kil",56,50
2,0.0357142857142857,0.292682926829268,0.014218009478673,0.0122479938403548,0.0098488542174549,0.00453815594068736,0.170641372870628,"Nabis oscillans","Endem","Kil",56,54
1,0.0178571428571429,0.902439024390244,0,0,0.00838615309605071,0.00414479233006868,0.0561229814393754,"Nabis curtipennis","Endem","Kil",56,55
1,0.0178571428571429,0.910569105691057,0,0,0.00914188200877621,0.00434842593482128,0.08740868890537,"Oechalia patruelis","Cosmo","Kil",56,55
1,0.0178571428571429,0.91869918699187,0,0,0.00802047781569966,0.004038119309656,0.0345952600180592,"Saldula oahuensis","Cosmo","Kil",56,55
3,0.0535714285714286,0.195121951219512,0.000748914221175163,0,0.00823988298391029,0.00396164965197369,0.0382904609851817,"Chlorococcus straussiae","Cosmo","Kil",56,53
1,0.0178571428571429,0.926829268292683,0,0,0.00821550463188688,0.00393063538525124,0.0300040109141047,"Nesococcus pipturi","Endem","Kil",56,55
1,0.0178571428571429,0.934959349593496,0,0,0.00838615309605071,0.00414479233006868,0.0561229814393754,"Nesopedronia cibotii","Endem","Kil",56,55
1,0.0178571428571429,0.943089430894309,0,0,0.00977571916138469,0.00451589188864801,0.165816896673287,"Ohiacoccus cryptus","Endem","Kil",56,55
1,0.0178571428571429,0.951219512195122,0,0,0.0060945880058508,0.00290527921084509,0.00482447619734165,"Pseudococcus antricolens","Cosmo","Kil",56,55
1,0.0178571428571429,0.959349593495935,0,0,0,NA,0,"Pseudococcus lycopodii","Endem","Kil",56,55
1,0.0178571428571429,0.967479674796748,0,0,0.00736226231106777,0.00353784881161778,0.0148768326043863,"Pseudococcus montanus","Endem","Kil",56,55
1,0.0178571428571429,0.975609756097561,0,0,0.00977571916138469,0.00451589188864801,0.165816896673287,"Tympanococcus tympanistus","Cosmo","Kil",56,55
1,0.0178571428571429,0.983739837398374,0,0,0.00977571916138469,0.00451589188864801,0.165816896673287,"Kuwayama minuta","Endem","Kil",56,55
1,0.0178571428571429,0.991869918699187,0,0,0.00977571916138469,0.00451589188864801,0.165816896673287,"Kuwayama nigricapita","Cosmo","Kil",56,55
1,0.0178571428571429,1,0,0,0.00977571916138469,0.00451589188864801,0.165816896673287,"Trioza hawaiiensis","Endem","Kil",56,55
3,0.0652173913043478,0.147540983606557,0,0,0.0191197691197691,0.0125528182065285,0.149225121820537,"Aloha swezeyi","Cosmo","Koh",46,43
1,0.0217391304347826,0.426229508196721,0,0,0.0141895141895142,0.00800172215542453,0.0145081666566477,"Aloha ipomoeae","Cosmo","Koh",46,45
3,0.0652173913043478,0.163934426229508,0.0607493293408148,0.0116555147852363,0.0247715247715248,0.0138971845434857,0.432271037061409,"Balclutha plutonis","Cosmo","Koh",46,43
2,0.0434782608695652,0.295081967213115,0,0,0.0168350168350168,0.00907356193867011,0.0826900311364961,"Balclutha volcanicola","Cosmo","Koh",46,44
1,0.0217391304347826,0.442622950819672,0,0,0.0198412698412698,0.0101224793432344,0.0994731362718247,"Balolina kilaueae","Cosmo","Koh",46,45
2,0.0434782608695652,0.311475409836066,0.00594135802469136,0.00323764299589898,0.0194805194805195,0.00984489764278009,0.100288866326264,"Glyptonysius amicola","Cosmo","Koh",46,44
1,0.0217391304347826,0.459016393442623,0,0,0.0198412698412698,0.0101224793432344,0.0994731362718246,"Metrarga nuda","Cosmo","Koh",46,45
2,0.0434782608695652,0.327868852459016,0,0,0.0198412698412698,0.0101224793432344,0.104175941551457,"Metrarga obscura","Cosmo","Koh",46,44
3,0.0652173913043478,0.180327868852459,0.0542543490460157,0.0147852363479387,0.0242905242905243,0.0132639384497554,0.317874855598998,"Neseis mauiensis","Cosmo","Koh",46,43
3,0.0652173913043478,0.19672131147541,0.0222786196291631,0.00696093244118282,0.0232082732082732,0.0114577851289377,0.36024870766071,"Neseis fasciata fasciata","Endem","Koh",46,43
2,0.0434782608695652,0.344262295081967,0.00815521200484968,0.00215842866393266,0.0217652717652718,0.0108135723104432,0.241788733888557,"Neseis fasciata hyalina","Endem","Koh",46,44
5,0.108695652173913,0.0491803278688525,0.00581275720164609,0.00323764299589898,0.0217652717652718,0.0106848393067474,0.265030736291776,"Neseis saundersianus","Cosmo","Koh",46,41
2,0.0434782608695652,0.360655737704918,0,0,0.0191197691197691,0.00973808139349133,0.0953613352125616,"Nesiomiris timberlakei","Endem","Koh",46,44
1,0.0217391304347826,0.475409836065574,0,0,0.0191197691197691,0.00973808139349133,0.0910564469242335,"Nesiomiris williamsi","Endem","Koh",46,45
1,0.0217391304347826,0.491803278688525,0,0,0.0191197691197691,0.00973808139349133,0.0910564469242335,"Nesiomiris pilosus","Endem","Koh",46,45
1,0.0217391304347826,0.508196721311475,0,0,0,NA,2.89422672936704e-18,"Nesiomiris hawaiiensis","Endem","Koh",46,45
1,0.0217391304347826,0.524590163934426,0,0,0,NA,2.95521720857231e-18,"Nesodryas swezeyi","Endem","Koh",46,45
1,0.0217391304347826,0.540983606557377,0,0,0.0168951418951419,0.0086024904322695,0.0360786640813992,"Nesophrosyne cuprescens","Endem","Koh",46,45
1,0.0217391304347826,0.557377049180328,0,0,0,NA,0,"Nesophrosyne heopoko","Endem","Koh",46,45
3,0.0652173913043478,0.213114754098361,0.0169460490641046,0.00685301100798618,0.0233285233285233,0.0140056151120955,0.439336341907016,"Nesophrosyne monticola","Endem","Koh",46,43
1,0.0217391304347826,0.573770491803279,0,0,0.00216450216450216,NA,0,"Nesophrosyne palolo","Endem","Koh",46,45
1,0.0217391304347826,0.590163934426229,0,0,0.0214045214045214,0.0105591353149033,0.212468612292699,"Nesophrosyne peleae","Endem","Koh",46,45
1,0.0217391304347826,0.60655737704918,0,0,0.0143097643097643,0.00707642445545428,0.0178477216088031,"Nesophrosyne insularis","Endem","Koh",46,45
1,0.0217391304347826,0.622950819672131,0,0,0.0168350168350168,0.00907356193867011,0.0789571624029834,"Nesosteles volcanicola","Cosmo","Koh",46,45
1,0.0217391304347826,0.639344262295082,0,0,0,NA,1.03261980931159e-17,"Nesosydne aku","Endem","Koh",46,45
1,0.0217391304347826,0.655737704918033,0,0,0,NA,0,"Nesosydne ulehihi","Endem","Koh",46,45
7,0.152173913043478,0.0327868852459016,0.120558366754019,0.100906540038852,0.0239297739297739,0.0139874260015603,0.306874887025701,"Nesosydne ipomoeicola","Cosmo","Koh",46,39
5,0.108695652173913,0.0655737704918033,0.00586325968270412,0.000215842866393266,0.0192400192400192,0.0100189004848385,0.104226508394852,"Nesosydne umbratica","Cosmo","Koh",46,41
1,0.0217391304347826,0.672131147540984,0,0,0.0168951418951419,0.0086024904322695,0.0360786640813992,"Nesothoe dryope","Cosmo","Koh",46,45
1,0.0217391304347826,0.688524590163934,0,0,0.0168951418951419,0.0086024904322695,0.0360786640813992,"Nesothoe haa","Endem","Koh",46,45
8,0.173913043478261,0.0163934426229508,0.292260392977482,0.405892510252536,0.0295815295815296,0.0175985588581722,0.847606143501639,"Nysius communis","Cosmo","Koh",46,38
3,0.0652173913043478,0.229508196721311,0.00269418724279835,0.000701489315778113,0.0200817700817701,0.0126858869507673,0.307867881713089,"Nysius nemorivagus","Cosmo","Koh",46,43
4,0.0869565217391304,0.0983606557377049,0.0206423684005206,0.00669112885819123,0.0240500240500241,0.0128985844565286,0.463828430908523,"Nysius delectus","Cosmo","Koh",46,42
1,0.0217391304347826,0.704918032786885,0,0,0.0168350168350168,0.00907356193867011,0.0789571624029834,"Nysius longicollis","Cosmo","Koh",46,45
1,0.0217391304347826,0.721311475409836,0,0,0.0135281385281385,0.00725273940821644,0.0272509382362907,"Nysius dallasi","Endem","Koh",46,45
5,0.108695652173913,0.0819672131147541,0.0181657225512902,0.014839197064537,0.0200817700817701,0.0115437492188654,0.307852165740068,"Nysius terrestris","Cosmo","Koh",46,41
9,0.195652173913043,0,0.124281270650534,0.282969997841571,0.0245310245310245,0.0160034443108491,0.80761738082864,"Nysius kinbergi","Cosmo","Koh",46,37
4,0.0869565217391304,0.114754098360656,0.0299374153087921,0.017051586445068,0.0208032708032708,0.0117196061166501,0.268556197254183,"Nysius coenosulus","Cosmo","Koh",46,42
3,0.0652173913043478,0.245901639344262,0.0318210339043672,0.0226095402546946,0.0221260221260221,0.0108135723104432,0.24120503120866,"Oceanides nimbatus","Cosmo","Koh",46,43
1,0.0217391304347826,0.737704918032787,0,0,0.0155122655122655,0.0088136808684136,0.0639305134951373,"Oceanides vulcan","Endem","Koh",46,45
2,0.0434782608695652,0.377049180327869,0.0116906783724417,0,0.0233285233285233,0.0113252555427985,0.324429891463385,"Oliarus opuna","Endem","Koh",46,44
1,0.0217391304347826,0.754098360655738,0,0,0.0198412698412698,0.0101224793432344,0.0994731362718246,"Oliarus filicicola","Cosmo","Koh",46,45
1,0.0217391304347826,0.770491803278688,0,0,0.0155122655122655,0.0088136808684136,0.0639305134951373,"Opuna sharpianus","Cosmo","Koh",46,45
1,0.0217391304347826,0.786885245901639,0,0,0.0155122655122655,0.0088136808684136,0.0639305134951374,"Opuna sharpianus luteus","Cosmo","Koh",46,45
1,0.0217391304347826,0.80327868852459,0,0,0.0168951418951419,0.0086024904322695,0.0360786640813992,"Orthotylus antidesmae","Endem","Koh",46,45
2,0.0434782608695652,0.39344262295082,0.00924343146565369,0.00830995035614073,0.0176767676767677,0.00941461365489634,0.136307695380956,"Sarona hamakua","Endem","Koh",46,44
2,0.0434782608695652,0.409836065573771,0,0,0.0191197691197691,0.0125528182065285,0.142488665395953,"Koanoa hawaiiensis","Cosmo","Koh",46,44
3,0.0652173913043478,0.262295081967213,0.121491034685479,0.0884955752212389,0.0258537758537759,0.0146335842679367,0.348020412645923,"Lasiochilus denigratus","Cosmo","Koh",46,43
1,0.0217391304347826,0.819672131147541,0,0,0.0191197691197691,0.00973808139349133,0.0910564469242334,"Lasiochilus montivagus","Endem","Koh",46,45
1,0.0217391304347826,0.836065573770492,0,0,0.0198412698412698,0.0101224793432344,0.0994731362718247,"Nabis pele","Endem","Koh",46,45
4,0.0869565217391304,0.131147540983607,0.0365187192481878,0.00242823224692424,0.0214045214045214,0.0140056151120955,0.416771643522065,"Nabis blackburni","Cosmo","Koh",46,42
1,0.0217391304347826,0.852459016393443,0,0,0.000721500721500722,NA,1.10577843989561e-17,"Nabis oscillans","Endem","Koh",46,45
1,0.0217391304347826,0.868852459016393,0,0,0.0198412698412698,0.0101224793432344,0.0994731362718247,"Nabis curtipennis","Endem","Koh",46,45
1,0.0217391304347826,0.885245901639344,0,0,0.0214045214045214,0.0105591353149033,0.212468612292699,"Oechalia patruelis","Cosmo","Koh",46,45
