Order,Family,subfamily,Tribe,Genus and species,Genus,Species,Author,Status ,Kau ,Kil,Ola,Lau,Koh,Hal,KoK,Adult Body Size,Trophic Information Simplified,Trophic Information,Host identity (Genus species),Other host information ,Intermediary (eg fungus)if relevant,"Height (Ground, middle or canopy)","Microhabitat (under bark, under leaves, in leaf axils, etc)"
HOMOPTERA,Cicadellidae,,,Nesosteles peregrina,Nesosteles,peregrina,"Kirkaldy, 1910",adv?,,,,,,,,,herbivore,,,,,,
HETEROPTERA,Hermatobatidae,,,Hermatobates hawaiiensis,Hermatobates,hawaiiensis,"China, 1956",end,no,no,no,no,no,no,no,,herbivore,,n.d.,,na,,
HOMOPTERA,Aphalaridae,,,Aphalara rumicis,Aphalara,rumicis,"Mally, 1895",adv,no,no,no,no,no,no,no,2-3mm,herbivore,Herbivore: plant sap,,,,,
HOMOPTERA,Diaspididae,,,Aspidiotus destructor,Aspidiotus,destructor,"Signoret, 1869",adv,Possible but probably not,Possible but probably not,Possible but probably not,Possible but probably not,Possible but probably not,Possible but probably not,Possible but probably not,1-2mm,herbivore,Herbivore: plant sap,"Eugenia sp., Musa sp., Carica papaya, Cocos nucifera","various (incl. Eugenia), crops such as banana, papaya, coconut",,canopy,on leaves
HOMOPTERA,Halimococcidae,,,Colobopyga kewensis,Colobopyga,kewensis,"(Newstead, 1901)",adv,no,no,no,no,no,no,no,1-2mm,herbivore,Herbivore: plant sap,Howea sp.,Howea,,canopy,on leaves
HOMOPTERA,Pseudococcidae,,,Chorizococcus lounsburyi,Chorizococcus,lounsburyi,"(Brain, 1912)",adv,no,no,no,no,no,no,no,1-2mm,herbivore,Herbivore: plant sap,,,,,
HOMOPTERA,Pseudococcidae,,,Chorizococcus rostellum,Chorizococcus,rostellum,"(Lobdell, 1930)",adv,no,no,no,no,no,no,no,1-2mm,herbivore,Herbivore: plant sap,n.d.,grasses,,ground,on leaves
HOMOPTERA,Pseudococcidae,,,Dysmicoccus boninsis,Dysmicoccus,boninsis,"(Kuwana, 1909)",adv,no,no,no,no,no,no,no,1-2mm,herbivore,Herbivore: plant sap,Saccharum officinarum,sugarcane (Saccharum),,,
HOMOPTERA,Pseudococcidae,,,Dysmicoccus brevipes,Dysmicoccus,brevipes,"(Cockerell, 1893)",adv,no,no,no,no,no,Possible but probably not,no,1-2mm,herbivore,Herbivore: plant sap,"Ananas comosus, Saccharum officinarum","crops such as: pineapple (Agave), sugarcane (Saccharum)",,,
HOMOPTERA,Pseudococcidae,,,Dysmicoccus neobrevipes,Dysmicoccus,neobrevipes,"Beardsley, 1959",adv,no,no,no,Possible but probably not,Possible but probably not,Possible but probably not,no,1-2mm,herbivore,Herbivore: plant sap,Acacia koa,various (incl. Acacia koa),,canopy,on various plant parts
HOMOPTERA,Pseudococcidae,,,Ferrisia consobrina,Ferrisia,consobrina,"Williams & Watson, 1988",adv,,,,,,,,,,,,,,,
HOMOPTERA,Pseudococcidae,,,Ferrisia virgata,Ferrisia,virgata,"(Cockerell, 1893)",adv,no,no,no,no,no,no,no,1-2mm,herbivore,Herbivore: plant sap,Croton sp.,Croton,,middle,on leaves
HOMOPTERA,Pseudococcidae,,,Geococcus coffeae,Geococcus,coffeae,"Green, 1933",adv,Possible*,Possible*,Possible*,Possible*,Possible*,Possible*,Possible*,1-2mm,herbivore,Herbivore: plant sap,Acacia koa,various plants (incl. Acacia koa),,ground,on roots
HOMOPTERA,Pseudococcidae,,,Nipaecoccus nipae,Nipaecoccus,nipae,"(Maskell, 1893)",adv,no,no,no,no,no,no,no,1-2mm,herbivore,Herbivore: plant sap,,,,,
HOMOPTERA,Pseudococcidae,,,Nipaecoccus viridis,Nipaecoccus,viridis,"(Newstead, 1894)",adv,,,,,,,,,,,,,,,
HOMOPTERA,Pseudococcidae,,,Palmicultor palmarum,Palmicultor,palmarum,"(Ehrhorn, 1916)",adv,no,no,no,no,no,no,no,1-2mm,herbivore,Herbivore: plant sap,n.d.,palms,,,
HOMOPTERA,Pseudococcidae,,,Planococcus citri,Planococcus,citri,"(Risso, 1813)",adv,no,no,no,no,no,no,no,1-2mm,herbivore,Herbivore: plant sap,n.d.,various plants,,,
HOMOPTERA,Pseudococcidae,,,Pseudococcus elisae,Pseudococcus,elisae,"Borchsenius, 1948",adv,no,no,no,no,no,no,no,1-2mm,herbivore,Herbivore: plant sap,Alpinia sp.,various plants (incl. Alpinia),,middle,on leaves
HOMOPTERA,Pseudococcidae,,,Rhizoecus hawaiiensis,Rhizoecus,hawaiiensis,"(Hambleton, 1946)",adv,Possible*,Possible*,Possible*,Possible*,Possible*,no,no,1-2mm,herbivore,Herbivore: plant sap,"Peperomia sp., Bidens sp., Sinchus sp., Chenopodium sp., Portulaca sp.","various plants (incl. Peperomia, Bidens, Sinchus, Chenopodium, Portulaca)",,ground,on roots
HOMOPTERA,Pseudococcidae,,,Saccharicoccus sacchari,Saccharicoccus,sacchari,"(Cockerell, 1895)",adv,no,no,no,no,no,no,no,1-2mm,herbivore,Herbivore: plant sap,Saccharum officinarum,sugarcane (Saccharum),,middle,on leaves
HOMOPTERA,Psyllidae,,,Acizzia uncatoides,Acizzia,uncatoides,"(Ferris & Klyver, 1932)",adv,Possible but probably not,Possible but probably not,Possible but probably not,Positive detection,Possible but probably not,Possible but probably not,Possible but probably not,2-3mm,herbivore,Herbivore: plant sap,Acacia koa,Acacia spp (incl A. koa),,canopy,on leaves
HOMOPTERA,Psyllidae,,,Blastopsylla occidentalis,Blastopsylla,occidentalis,"Taylor, 1985",adv,Possible but probably not,Possible but probably not,Possible but probably not,Possible but probably not,Possible but probably not,Possible but probably not,no,2-3mm,herbivore,Herbivore: plant sap,Eucalyptus sp.,Eucalyptus spp,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Calophya rubra,Calophya,rubra,(Blanchard),adv,no,no,no,no,no,no,no,,herbivore,Herbivore: plant sap,Schinus sp.,Schinus spp,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Diaphorina citri,Diaphorina,citri,"Kuwayama, 1908",adv,no,no,no,no,no,no,no,,herbivore,Herbivore: plant sap,Citrus sp.,Citrus spp,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Heteropsylla cubana,Heteropsylla,cubana,"Crawford, 1914",adv,Possible but probably not,Possible but probably not,Possible but probably not,Possible but probably not,Possible but probably not,Possible but probably not,Possible but probably not,2-3mm,herbivore,Herbivore: plant sap,Leucaena leucocephala,Leucaena leucocephala,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Heteropsylla fusca,Heteropsylla,fusca,"Crawford, 1914",adv,no,no,no,no,no,no,no,,herbivore,Herbivore: plant sap,Acacia sp.,Acacia spp,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Heteropsylla huasachae,Heteropsylla,huasachae,"Caldwell, 1941",adv,no,no,no,no,no,no,no,,herbivore,Herbivore: plant sap,Albizia sp.,Albizia spp,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Heteropsylla mimosae,Heteropsylla,mimosae,"Crawford, 1914",adv,no,no,no,no,no,no,no,,herbivore,Herbivore: plant sap,Acacia sp.,Acacia spp,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Leptynoptera sulfurea,Leptynoptera,sulfurea,"Crawford, 1919",adv,no,no,no,no,no,no,no,,herbivore,Herbivore: plant sap,Calophyllum inophyllum,Calophyllum inophyllum,,canopy,on leaves
HOMOPTERA,Halimococcidae,,,Colobopyga browni,Colobopyga,browni,"Beardsley, 1963",end,no,no,no,no,no,no,no,1-2mm,herbivore,Herbivore: plant sap,Pritchardia sp.,Pritchardia,,canopy,on leaves
HOMOPTERA,Halimococcidae,,,Colobopyga pritchardiae,Colobopyga,pritchardiae,"(Stickney, 1934)",end,no,no,no,no,no,no,no,1-2mm,herbivore,Herbivore: plant sap,Pritchardia sp.,Pritchardia,,canopy,fruits and bracts
HOMOPTERA,Halimococcidae,,,Platycoccus tylocephalus,Platycoccus,tylocephalus,"Stickney, 1934",end,no,no,no,no,no,no,no,1-2mm,herbivore,Herbivore: plant sap,Pritchardia sp.,Pritchardia,,canopy,on leaves
HOMOPTERA,Pseudococcidae,,,Chlorococcus chloris,Chlorococcus,chloris,"(Beardsley, 1963)",end,no,no,no,no,no,no,no,2-4mm,herbivore,Herbivore: plant sap,Sophora sp.,Sophora,,canopy,on leaves
HOMOPTERA,Pseudococcidae,,,Chlorococcus longipes,Chlorococcus,longipes,"Beardsley, 1971",end,no,no,no,no,no,Possible*,no,1-2mm,herbivore,Herbivore: plant sap,Myrsine sp.,Myrsine?,,middle,on leaves
HOMOPTERA,Pseudococcidae,,,Chlorococcus peleae,Chlorococcus,peleae,"(Beardsley, 1959)",end,no,no,no,no,no,no,no,1-2mm,herbivore,Herbivore: plant sap,Melicope sp.,Melicope,,middle,under leaves
HOMOPTERA,Pseudococcidae,,,Chlorococcus sparsus,Chlorococcus,sparsus,"Beardsley, 1971",end,no,no,no,no,no,Possible*,no,1-2mm,herbivore,Herbivore: plant sap,Clermontia sp.,Clermontia,,middle,on leaves
HOMOPTERA,Pseudococcidae,,,Chlorococcus straussiae,Chlorococcus,straussiae,"(Ehrhorn, 1916)",end,Possible*,Possible*,Possible*,Possible*,Possible*,Possible*,Possible*,1-2mm,herbivore,Herbivore: plant sap,"Psychotria sp., Kadua sp., Bobea sp.","Psychotria, Kadua, Bobea",,middle,on leaves
HOMOPTERA,Pseudococcidae,,,Clavicoccus erinaceus,Clavicoccus,erinaceus,"Ferris, 1948",end,no,no,no,no,no,no,no,1-2mm,herbivore,Herbivore: plant sap,Abutilon sp.,Abutilon,,middle,on leaves
HOMOPTERA,Pseudococcidae,,,Clavicoccus tribulus,Clavicoccus,tribulus,"Ferris, 1948",end,no,no,no,no,no,no,no,1-2mm,herbivore,Herbivore: plant sap,Hibiscus sp.,Hibiscus,,middle,on leaves
HOMOPTERA,Pseudococcidae,,,Gallulacoccus tenorioi,Gallulacoccus,tenorioi,"Beardsley, 1971",end,no,no,no,no,no,no,Possible*,1-2mm,herbivore,Herbivore: plant sap,Metrosideros polymorpha,Metrosideros polymorpha,,canopy,on leaves
HOMOPTERA,Pseudococcidae,,,Nesococcus pipturi,Nesococcus,pipturi,"Ehrhorn, 1916",end,Possible*,Possible*,Possible*,Possible*,Possible*,no,no,1-2mm,herbivore,Herbivore: plant sap,Pipturus sp.,Pipturus,,canopy,on leaves
HOMOPTERA,Pseudococcidae,,,Nesopedronia acanthocauda,Nesopedronia,acanthocauda,"(Beardsley, 1957)",end,no,no,no,no,no,no,no,1-2mm,herbivore,Herbivore: plant sap,Dicranopteris sp.,Dicranopteris,,ground,on fronds
HOMOPTERA,Pseudococcidae,,,Nesopedronia cibotii,Nesopedronia,cibotii,"(Beardsley, 1957)",end,Possible*,Positive detection,Possible*,Possible*,Possible*,no,no,1-2mm,herbivore,Herbivore: plant sap,Cibotium sp.,Cibotium,,middle,on fronds
HOMOPTERA,Pseudococcidae,,,Nesopedronia crypta,Nesopedronia,crypta,"(Beardsley, 1957)",end,no,no,no,no,no,no,Possible*,1.5-2.5mm,herbivore,Herbivore: plant sap,Dicranopteris sp.,Dicranopteris,,ground,on fronds
HOMOPTERA,Pseudococcidae,,,Nesopedronia dura,Nesopedronia,dura,"(Beardsley, 1957)",end,no,no,no,no,no,no,no,1-2mm,herbivore,Herbivore: plant sap,Dicranopteris sp.,Dicranopteris,,ground,on fronds
HOMOPTERA,Pseudococcidae,,,Nesopedronia hawaiiensis,Nesopedronia,hawaiiensis,"(Ferris, 1948)",end,no,no,no,no,no,no,Possible*,1-2mm,herbivore,Herbivore: plant sap,Dicranopteris sp.,Dicranopteris,,ground,on fronds
HOMOPTERA,Pseudococcidae,,,Ohiacoccus cryptus,Ohiacoccus,cryptus,"Beardsley, 1971",end,Possible*,Possible*,Possible*,Possible*,Possible*,no,no,1-2mm,herbivore,Herbivore: plant sap,Metrosideros polymorpha,Metrosideros polymorpha,,canopy,on leaves
HOMOPTERA,Pseudococcidae,,,Phyllococcus oahuensis,Phyllococcus,oahuensis,"(Ehrhorn, 1912)",end,no,no,no,no,no,no,no,1-2mm,herbivore,Herbivore: plant sap,Urera sp.,Urera,,middle,on leaves
HOMOPTERA,Pseudococcidae,,,Pseudococcus antricolens,Pseudococcus,antricolens,"Ferris, 1948",end,Possible*,Possible*,Possible*,Possible*,Possible*,no,Possible*,1-2mm,herbivore,Herbivore: plant sap,Santalum sp.,Santalum,,middle,on leaves
HOMOPTERA,Pseudococcidae,,,Pseudococcus floriger,Pseudococcus,floriger,"Ferris, 1948",end,Possible*,Possible*,Possible*,Possible*,Possible*,Possible*,Possible*,1-2mm,herbivore,Herbivore: plant sap,Dracaena sp.,Dracaena,,middle,on leaves
HOMOPTERA,Pseudococcidae,,,Pseudococcus gallicola,Pseudococcus,gallicola,"Ehrhorn, 1916",end,no,no,no,no,no,no,no,1-2mm,herbivore,Herbivore: plant sap,Santalum  sp.,Santalum,,middle,on leaves
HOMOPTERA,Pseudococcidae,,,Pseudococcus lycopodii,Pseudococcus,lycopodii,"Beardsley, 1959",end,Possible*,Possible*,Possible*,Possible*,Possible*,no,no,1-2mm,herbivore,Herbivore: plant sap,Lycopodium sp.,Lycopodium,,ground,on leaves
HOMOPTERA,Pseudococcidae,,,Pseudococcus mendiculus,Pseudococcus,mendiculus,"Ferris, 1948",end,no,no,no,no,no,Possible*,no,1-2mm,herbivore,Herbivore: plant sap,Myrsine sp.,Myrsine,,middle,on leaves
HOMOPTERA,Pseudococcidae,,,Pseudococcus montanus,Pseudococcus,montanus,"Ehrhorn, 1916",end,Possible*,Possible*,Possible*,Possible*,Possible*,no,no,1-2mm,herbivore,Herbivore: plant sap,Freycinetia sp.,Freycinetia,,middle,on leaves
HOMOPTERA,Pseudococcidae,,,Pseudococcus nudus,Pseudococcus,nudus,"Ferris, 1948",end,no,no,no,no,no,no,no,1-2mm,herbivore,Herbivore: plant sap,Dubautia sp.,Dubautia,,ground,on leaves
HOMOPTERA,Pseudococcidae,,,Pseudococcus pipturicolus,Pseudococcus,pipturicolus,"Beardsley, 1963",end,no,no,no,no,no,no,no,1-2mm,herbivore,Herbivore: plant sap,Pipturus sp.,Pipturus,,middle,on leaves
HOMOPTERA,Pseudococcidae,,,Pseudococcus swezeyi,Pseudococcus,swezeyi,"Ehrhorn, 1916",end,no,no,no,no,no,Possible*,Possible*,1-2mm,herbivore,Herbivore: plant sap,Acacia koa,Acacia koa,,canopy,on leaves
HOMOPTERA,Pseudococcidae,,,Pseudococcus syzygii,Pseudococcus,syzygii,"Beardsley, 1959",end,no,no,no,no,no,no,no,1-2.5mm,herbivore,Herbivore: plant sap,Syzygium sandwicensis,Syzygium sandwicensis,,canopy,on leaves
HOMOPTERA,Pseudococcidae,,,Pseudotrionymus multiductus,Pseudotrionymus,multiductus,"(Beardsley, 1959)",end,no,no,no,no,no,no,no,1-2mm,herbivore,Herbivore: plant sap,Syzygium sandwicensis,Syzygium sandwicensis,,canopy,on leaves
HOMOPTERA,Pseudococcidae,,,Pseudotrionymus refertus,Pseudotrionymus,refertus,"(Ferris, 1948)",end,no,no,no,no,no,no,Possible*,1-2mm,herbivore,Herbivore: plant sap,Syzygium sandwicensis,Syzygium sandwicensis,,canopy,on leaves
HOMOPTERA,Pseudococcidae,,,Tomentocera haleakala,Tomentocera,haleakala,"Beardsley, 1964",end,no,no,no,no,no,Possible*,no,1-2mm,herbivore,Herbivore: plant sap,Coprosma sp.,Coprosma,,middle,on twigs
HOMOPTERA,Pseudococcidae,,,Trionymus insularis,Trionymus,insularis,"Ehrhorn, 1916",end,Possible but probably not,Possible but probably not,Possible but probably not,Possible but probably not,Possible but probably not,Possible but probably not,Possible but probably not,1-2mm,herbivore,Herbivore: plant sap,"Eragrostis sp., Deschampsia sp.","grasses (Eragrostis, Deschampsia)",,ground,on leaves
HOMOPTERA,Pseudococcidae,,,Tympanococcus tympanistus,Tympanococcus,tympanistus,"(Ferris, 1948)",end,Possible*,Possible*,Possible*,Possible*,Possible*,Possible*,no,1-2mm,herbivore,Herbivore: plant sap,Metrosideros polymorpha,Metrosideros polymorpha,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Cerotrioza bivittata,Cerotrioza,bivittata,"Crawford, 1918",end,Possible*,no,Possible*,Possible but probably not,no,Possible*,no,3-4mm,herbivore,Herbivore: plant sap,Xylosma hawaiiensis,Xylosma hawaiiensis,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Cerotrioza bridwelli,Cerotrioza,bridwelli,"Crawford, 1920",end,no,no,no,no,no,no,Possible*,3-4mm,herbivore,Herbivore: plant sap,Xylosma hawaiiensis,Xylosma hawaiiensis,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Crawforda triopsyllina,Crawforda,triopsyllina,"Caldwell, 1940",end,no,no,no,no,no,no,no,,herbivore,Herbivore: plant sap,Tetraplasandra hawaiensis,Tetraplasandra hawaiensis,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Hemischizocranium aloha,Hemischizocranium,aloha,"(Caldwell, 1940)",end,no,no,no,no,no,no,Possible*,3.5-5mm,herbivore,Herbivore: plant sap,Zanthoxylum dipetalum,Zanthoxylum dipetalum,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Hemischizocranium bessi,Hemischizocranium,bessi,"Tuthill, 1956",end,Possible*,no,Possible*,Possible but probably not,no,no,no,3.5-5mm,herbivore,Herbivore: plant sap,Zanthoxylum dipetalum,Zanthoxylum dipetalum,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Hevaheva giffardi,Hevaheva,giffardi,"Crawford, 1918",end,Possible*,no,Possible*,Possible*,Possible*,no,no,2-3mm,herbivore,Herbivore: plant sap,Melicope sp.,Melicope,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Hevaheva hyalina,Hevaheva,hyalina,"Crawford, 1918",end,Possible*,no,Possible*,Possible*,Possible*,no,no,2-3mm,herbivore,Herbivore: plant sap,Melicope sp.,Melicope,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Hevaheva maculata,Hevaheva,maculata,"Caldwell, 1940",end,no,no,no,no,no,no,Possible*,,herbivore,Herbivore: plant sap,Melicope sp.,Melicope,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Hevaheva minuta,Hevaheva,minuta,"Crawford, 1925",end,no,no,no,no,no,no,Positive detection,2-3mm,herbivore,Herbivore: plant sap,Melicope sp.,Melicope,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Hevaheva monticola,Hevaheva,monticola,"Kirkaldy, 1908",end,no,no,no,no,no,no,no,,herbivore,Herbivore: plant sap,Melicope sp.,Melicope,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Hevaheva perkinsi,Hevaheva,perkinsi,"Kirkaldy, 1902",end,Possible*,no,Possible*,Possible*,Possible*,no,Possible*,2-3mm,herbivore,Herbivore: plant sap,Melicope sp.,Melicope,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Hevaheva silvestris,Hevaheva,silvestris,"Kirkaldy, 1908",end,no,no,no,no,no,no,Possible*,,herbivore,Herbivore: plant sap,Melicope sp.,Melicope,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Hevaheva swezeyi,Hevaheva,swezeyi,"Crawford, 1928",end,no,no,no,no,no,Possible*,no,2-3mm,herbivore,Herbivore: plant sap,Melicope sp.,Melicope,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Kuwayama gracilis,Kuwayama,gracilis,"Crawford, 1918",end,no,no,no,no,no,Possible*,no,2-3mm,herbivore,Herbivore: plant sap,Metrosideros polymorpha,Metrosideros polymorpha,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Kuwayama lanaiensis,Kuwayama,lanaiensis,"Uchida & Beardsley, 1992",end,no,no,no,no,no,no,no,,herbivore,Herbivore: plant sap,Metrosideros polymorpha,Metrosideros polymorpha,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Kuwayama minuta,Kuwayama,minuta,"Crawford, 1918",end,Positive detection,Positive detection,Possible*,Possible*,Possible*,no,no,2-3mm,herbivore,Herbivore: plant sap,Metrosideros polymorpha,Metrosideros polymorpha,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Kuwayama minutura,Kuwayama,minutura,"Caldwell, 1940",end,no,no,no,no,no,no,Possible but probably not,3-4mm,herbivore,Herbivore: plant sap,Pisonia sandwicensis,Pisonia sandwicensis,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Kuwayama n.sp.,Kuwayama,n.sp.,,end,,,,,,,,,herbivore,Herbivore: plant sap,,,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Kuwayama nigricapita,Kuwayama,nigricapita,"Crawford, 1918",end,Possible*,Possible*,Positive detection,Possible*,Possible*,Possible*,no,2-3mm,herbivore,Herbivore: plant sap,Metrosideros polymorpha,Metrosideros polymorpha,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Kuwayama oahuensis,Kuwayama,oahuensis,"Uchida & Beardsley, 1992",end,no,no,no,no,no,no,no,,herbivore,Herbivore: plant sap,Pisonia sandwicensis,Pisonia sandwicensis,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Kuwayama pisonia,Kuwayama,pisonia,"Caldwell, 1940",end,no,no,no,no,no,no,Possible but probably not,4-5mm,herbivore,Herbivore: plant sap,Pisonia sandwicensis,Pisonia sandwicensis,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Kuwayama tipicola,Kuwayama,tipicola,"Caldwell, 1940",end,no,no,no,no,no,no,no,,herbivore,Herbivore: plant sap,Pisonia sandwicensis,Pisonia sandwicensis,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Kuwayama ventralis,Kuwayama,ventralis,"Uchida & Beardsley, 1992",end,no,no,no,no,no,no,Possible but probably not,3-4mm,herbivore,Herbivore: plant sap,Pisonia sandwicensis,Pisonia sandwicensis,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Megatrioza kauaiensis,Megatrioza,kauaiensis,"Uchida & Beardsley, 1988",end,no,no,no,no,no,no,Positive detection,4-5mm,herbivore,Herbivore: plant sap,Pritchardia sp.,Pritchardia,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Megatrioza mauiensis,Megatrioza,mauiensis,"Uchida & Beardsley, 1988",end,no,no,no,no,no,no,no,,herbivore,Herbivore: plant sap,Pritchardia sp.,Pritchardia,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Megatrioza molokaiensis,Megatrioza,molokaiensis,"Uchida & Beardsley, 1988",end,no,no,no,no,no,no,no,,herbivore,Herbivore: plant sap,Pritchardia sp.,Pritchardia,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Megatrioza zanthoxyli,Megatrioza,zanthoxyli,"Uchida & Beardsley, 1992",end,no,no,no,no,no,no,no,,herbivore,Herbivore: plant sap,Zanthoxylum hawaiiense,Zanthoxylum hawaiiense,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Trioza palmicola,Megatrioza,palmicola,"Crawford, 1918",end,Possible but probably not,no,Possible*,no,no,no,no,4-5mm,herbivore,Herbivore: plant sap,Metrosideros polymorpha,Metrosideros polymorpha,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Paurotriozana adaptata,Paurotriozana,adaptata,"Caldwell, 1940",end,no,no,no,no,no,no,no,,herbivore,Herbivore: plant sap,Cryptocarya mannii,Cryptocarya mannii,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Swezeyana elongagena,Swezeyana,elongagena,"Caldwell, 1940",end,no,no,no,no,no,Possible*,Possible*,3-4.5mm,herbivore,Herbivore: plant sap,Pouteria sandwicensis,Pouteria sandwicensis,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Swezeyana reticulata,Swezeyana,reticulata,"Caldwell, 1940",end,no,no,no,no,no,Possible*,Possible*,2.5-3mm,herbivore,Herbivore: plant sap,Pouteria sandwicensis,Pouteria sandwicensis,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Trioza hawaiiensis,Trioza,hawaiiensis,"Crawford, 1918",end,Positive detection ,Positive detection,Positive detection,Positive detection,Positive detection,no,no,4-5mm,herbivore,Herbivore: plant sap,Metrosideros polymorpha,Metrosideros polymorpha,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Trioza iolani,Trioza,iolani,"Kirkaldy, 1902",end,no,no,no,no,no,no,no,,herbivore,Herbivore: plant sap,Metrosideros polymorpha,Metrosideros polymorpha,,canopy,on leaves
HOMOPTERA,Psyllidae,,,Trioza kauaiensis,Trioza,kauaiensis,"Crawford, 1925",end,no,no,no,no,no,no,Positive detection,3-4mm,herbivore,Herbivore: plant sap,Metrosideros polymorpha,Metrosideros polymorpha,,canopy,on leaves
