Order,Family,subfamily,Tribe,Genus and species,Genus,Species,Author,Status ,Kau ,Kil,Ola,Lau,Koh,Hal,KoK,Adult Body Size,Trophic Information Simplified,Trophic Information,Host identity (Genus species),Other host information ,Intermediary (eg fungus)if relevant,"Height (Ground, middle or canopy)","Microhabitat (under bark, under leaves, in leaf axils, etc)",6,order,notes,Ka,Oa,Mo,Ln,Kh,Ma,Ha,key?,Ku,Mi,Pe,Li,Ly,Ga,Fr,Ne,Na,Nu,Gu,Tu,Ta,Of,Ol,subfamily,tribe
HETEROPTERA,Miridae,,,Sulamita lunalilo,Sulamita,lunalilo,"Kirkaldy, 1902",end,poss,poss,poss,poss,poss,no,poss,male 2.24-3.25mm,herbivore,family is mostly herbivorous,"Freycinetia sp., Xanthoylum sp.",,na,middle,on leaves or stems,5306,5011,,Ka,Oa,,Ln,,,Ha,"Zimmerman 1948, Kirkaldy 1902",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sulamita dryas,Sulamita,dryas,"Kirkaldy, 1908 = S. lunalilo var., PL IV. f. 12 Faun. Haw..",end,poss,Kil,poss,poss,poss,no,no,,herbivore,family is mostly herbivorous,n.d.,,na,unknown,on leaves or stems,5305,5010,,,,,Ln,,,Ha,Zimmerman 1948,,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sulamita opuna,Sulamita,opuna,"Kirkaldy, 1902",end,no,no,no,no,no,no,no,femle 4mm,herbivore,family is mostly herbivorous,n.d.,,na,,,5307,5012,,,Oa,,,,,,"Kirkaldy, 1902",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Sulamita oreias,Sulamita,oreias,"Kirkaldy, 1910= S. lunalilo brachypterous form, PL IV. f. 13. This cannot
be the brachypterous form of lunalilo, as the vertex is longer,
antennae shorter, &c.",end,no,no,no,no,no,no,poss,,herbivore,family is mostly herbivorous,n.d.,,na,unknown,on leaves or stems,5308,5013,,Ka,,,,,,,Zimmerman 1948,,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Trigonotylus usingeri,Trigonotylus,usingeri,"Carvalho, 1952, Trigonotylus usingeri Carvalho, Boletim do Museu National, Rio de Janeiro, Brazil {new series, Zoologia 111:1-3, fig. 1, 1952.",end,prob not,prob not,prob not,prob not,prob not,no,no,?,herbivore,family is mostly herbivorous,n.d.,"native grasses, ",na,lower,on leaves or stems,5313,5018,,,,,,,,Ha,"Zimmerman 1957, IOH vol 6 Supplement",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Trigonotylus hawaiiensis,Trigonotylus,hawaiiensis,"Kirkaldy, 1902",end,prob not,prob not,prob not,prob not,prob not,prob not,prob not,4.2-5.8mm,herbivore,family is mostly herbivorous,"Cynodon dactylon, Sporobolus virginicus","native grasses, ",na,lower,on leaves or stems,5311,5016,,Ka,Oa,,Ln,,Ma,Ha,"Kirkaldy, 1902=Oronomiris",,,,,Ly,,,,Na,,,,,,,,
HETEROPTERA,Lygaeidae,,,Nysius palor,Nysius,palor,"Ashlock, 1963",end?,no,no,no,no,no,no,no,,herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",n.d.,,na,,,5058,4776,,,,,,,,,"Usinger, 1942",Ku,Mi,Pe,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Fulvius brevicornis,Fulvius,brevicornis,"Reuter, 1895",pur,no,no,no,no,no,no,no,,herbivore,family is mostly herbivorous,n.d.,,na,,,5125,4834,,,Oa,,,,,,"Reuter, 1895",,,,,,,,,,,,,,,,,
HETEROPTERA,Tingidae,,,Leptobyrsa decora,Leptobyrsa,decora,"Drake, 1922",pur,no,no,no,no,no,no,prob not,,herbivore,"herbivore, released to control lantana",Lantana sp.,,na,middle,,5428,5117,,Ka,,,,,,,,,,,,,,,,,,,,,,,,
HETEROPTERA,Tingidae,,,Teleonemia scrupulosa,Teleonemia,scrupulosa,"Steal, 1872",pur,prob not,prob not,prob not,prob not,prob not,prob not,no,?,herbivore,herbivorous,Lantana sp.,,na,middle,,5431,5120,,,,,,,,Ha,,,,,,,,,,,,,,,,,,
HETEROPTERA,Pentatomidae,,,Brochymena quadripustulata,Brochymena,quadripustulata,"Fabricius, 1775",adv,no,no,no,no,no,no,no,,herbivore or predator,family includes predaceous and herbaceous members,n.d.,,na,,,5355,5049,,,Oa,,,,,,,,,,,,,,,,,,,,,,,
HETEROPTERA,Reduviidae,,,Empicoris whitei,Empicoris,whitei,"Blackburn, 1881",adv,poss,poss,poss,poss,poss,poss,no,"male 6.5mm, female 6.5mm",herbivore or predator,predaceous and/or herbaceous,Calpidia sp. ,dead branches ,na,"lower, middle, canopy",,5383,5076,,,Oa,Mo,Ln,,Ma,Ha,White 1881,,Mi,,,,,,,,,,,,,,,
HETEROPTERA,Pentatomidae,,,Eysarcoris ventralis,Eysarcoris,ventralis,"Westwood, 1837",adv,no,no,no,no,no,no,no,,herbivore or predator,family includes predaceous and herbaceous members,n.d.,,na,,,5356,5050,,,Oa,,,,,,,,,,,,,,,,,,,,,,,
HETEROPTERA,Pentatomidae,,,Plautia stali,Plautia,stali,"Scott, 1874",adv,prob not,prob not,prob not,prob not,prob not,prob not,prob not,,herbivore or predator,family includes predaceous and herbaceous members,n.d.,,na,unknown,unknown,5373,5067,,Ka,Oa,Mo,,,Ma,Ha,guess,,,,,,,,,,,,,,,,,
HETEROPTERA,Pentatomidae,,,Scotinophara tarsalis,Scotinophara,tarsalis,"Snellen van Vollenhoven,l863",adv,no,no,no,no,no,no,no,,herbivore or predator,family includes predaceous and herbaceous members,n.d.,,na,,,5374,5068,,,Oa,,,,,,,,,,,,,,,,,,,,,,,
HETEROPTERA,Pentatomidae,,,Thyanta custator accerra,Thyanta,custator accerra,"McAtee, 1920",adv,prob not,prob not,prob not,prob not,prob not,no,no,,herbivore or predator,family includes predaceous and herbaceous members,n.d.,,na,unknown,unknown,5375,5069,,,Oa,,,,,Ha,guess,,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Kamehameha lunalilo,Kamehameha,lunalilo,"Kirkaldy, 1902",end,prob not,prob not,prob not,prob not,prob not,prob not,prob not,4.75-5.5mm,herbivore or predator,possibly predaceous,"Pipturus sp., Cyrtandra sp.","mosses and ferns that clothes trees such as Pipturus sp., Cyrtandra and others",na,"lower, middle","mosses and lichens on trees and dead, dry litter under ferns",5132,4841,,,Oa,Mo,Ln,,Ma,Ha,"Biology of Plant Bugs (Miridae), Wheeler",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Koanoa hawaiiensis,Koanoa,hawaiiensis,"Kirkaldy, 1902",end,poss,poss,poss,poss,poss,poss,poss,"male 3.3mm, female 3.6mm",herbivore or predator,wholly or mostly predaceous,"Freycinetia sp., Sideroxylon sp., Bidens sp., Cheirodendron sp.", - common on other plants as well ,na,middle,on leaves or stems,5133,4842,,Ka,Oa,Mo,Ln,,Ma,Ha,Zimmerman 1948,,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Koanoa williamsi,Koanoa,williamsi,"Usinger, 1937",end,no,no,no,no,no,no,no,,herbivore or predator,wholly or mostly predaceous,n.d.,,na,canopy,arboreal,5134,4843,,,Oa,,,,,,"Usinger, 1937",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Orthotylus azalais,Orthotylus,azalais,"Kirkaldy, 1902",end,no,no,no,no,no,no,KoK,"male 3.4mm, female 3.45mm",herbivore or predator, possibly predaceous,Metrosideros polymorpha,"many hosts used, probably Metrosideros polymorpha",na,"middle, canopy",on leaves or stems,5192,4899,,Ka,,,,,,Ha,"Polhemus, 2004 JNYES, 2013",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Orthotylus kassandra,Orthotylus,kassandra,"Kirkaldy, 1902",end,Kau,Kil,Ola,poss,Koh,no,KoK,"male 3.95mm, female 4.05mm",herbivore or predator,potentially predaceous,"Cibotium glaucum, Pipturus albidus, Metrosideros polymorpha, Psychotria hawaiiensis, Coprosma ochracea","potentially no obligate association. It has been collected from: Cibotium sp. glaucum, Pipturus sp. albidus, Metrosideros polymorpha, Psychotria hawaiiensis, Coprosma sp. ochracea",na,unknown,on leaves or stems,5219,4926,,Ka,Oa,Mo,Ln,,,Ha,"Polhemus, 2004 JNYES",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Orthotylus kassandropsis,Orthotylus,kassandropsis,"Polhemus, 2004",end,no,no,no,no,no,Hal,no,"male 3.7mm, female 4.05mm",herbivore or predator,potentially predaceous,n.d.,potentially no obligate host association,na,unknown,on leaves or stems,5222,4928,,,,,,,Ma,,"Polhemus, 2004 JNYES",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Orthotylus kekele,Orthotylus,kekele,"Kirkaldy, 1902",end,no,no,no,no,no,no,poss,3.4mm,herbivore or predator,potentially predaceous,"Broussasia sp., Pipturus sp.","potentially no obligate host association: recorded from Broussasia, Pipturus sp.",na,unknown,on leaves or stems,5223,4929,,Ka,,,,,,,"Polhemus, 2004 JNYES",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Pseudoclerada morai,Pseudoclerada,morai,"Kirkaldy, 1902",end,prob not,prob not,prob not,prob not,prob not,prob not,prob not,5-6.5mm,herbivore or predator,potentially predaceous,"Pipturus sp., Elaeocarpus sp., Freycinetia sp., Tetraplasandra sp.","under dead bark of Pipturus sp., Elaeocarpus, Freycinetia sp., Tetraplasandra and other trees",na,"ground, middle",under dead bark,5259,4965,,Ka,Oa,Mo,Ln,,Ma,Ha,"Zimmerman 1948, Swezey 1954",,,,,,,,,,,,,,,,,
HETEROPTERA,Miridae,,,Hyalopeplus pellucidus,Hyalopeplus,pellucidus,"Stal, 1859",end?,poss,poss,poss,poss,poss,poss,poss,8-10mm,herbivore or predator,predaceous and/or herbaceous,"Acacia koa, Metrosideros polymorpha, Coprosma sp., Dodonaea sp., Persea americana , Psidium littorale, Hibiscus sp., Pipturus sp., Sida sp., Straussia sp.",,na,"middle, canopy",,5130,4839,,Ka,Oa,Mo,Ln,,Ma,Ha,Zimmerman 1948,,,,,,,,,Na,Nu,,,,,,,
HETEROPTERA,Aradidae,,,Mezira membranacea,Mezira,membranacea,"Fabricius, 1803",adv,prob not,prob not,prob not,prob not,prob not,no,prob not,,mycophagous,"little known, thought to be mycophagous",n.d.,,na,unknown,unknown,4951,4673,,,Oa,,,,,Ha,,,,,,,,,,,,,,,,,,
HETEROPTERA,Corixidae,,,Trichocorixa reticulata,Trichocorixa,reticulata,"Guerin-Meneville, 1857",adv,poss,poss,poss,poss,poss,poss,no,male 4mm,omnivore,omnivorous,n.d.,"eats plant materials, such as filamentous algae and diatoms, and small animals which are found in the mud and ooze at the bottoms of ponds. ",na,lower,"on water surfaces and edges, mostly saline but also is found higher up",4953,4675,,,Oa,Mo,,,Ma,Ha,"White 1877, Zimmerman 1948",,,,,,,,,,Nu,,,,,,,
HETEROPTERA,Miridae,,,Termatophyloides sp.,Termatophyloides,sp.,,?,no,no,no,no,no,no,prob not,?,predator,family is mostly herbivorous,Clidema hirtia,,na,lower,on leaves or stems,5310,5015,,Ka,Oa,,,,,,Asquith and Messing 1992,,,,,,,,,,,,,,,,,
HETEROPTERA,Anthocoridae,,,Alofa sodalis,Alofa,sodalis,"White, 1878",adv,no,no,no,no,no,prob not,prob not,2.5mm,predator,"predators on psocids, thrips, spider mites, insect eggs and other small arthropods",n.d.,unknown - uncommonly found around the roofs of houses (White 1878),na,unknown,unknown,4929,4654,,Ka,Oa,,,,Ma,,,,,,,,,,,,Nu,,,,,,,
HETEROPTERA,Notonectidae,,,Buenoa pallipes,Buenoa,pallipes,"Fabricius, 1902",adv,poss,poss,poss,poss,poss,poss,poss,,predator,predaceous,,water,na,lower,on and in water,5353,5047,,Ka,Oa,Mo,,,Ma,Ha,Zimmerman 1948,,,,,,,,,,Nu,,,,,,,
HETEROPTERA,Anthocoridae,,,Cardiastethus fulvescens,Cardiastethus,fulvescens,"Walker, 1872",adv,no,no,no,no,no,no,prob not,,predator,"predators on psocids, thrips, spider mites, insect eggs and other small arthropods",n.d.,,na,unknown,unknown,4931,4655,,Ka,Oa,,,,,,,,,,,,,,,,,,,,,,,
HETEROPTERA,Anthocoridae,,,Cardiastethus minutissimus,Cardiastethus,minutissimus,"Usinger, 1946",adv,no,no,no,no,no,no,prob not,,predator,"predators on psocids, thrips, spider mites, insect eggs and other small arthropods",n.d.,,na,unknown,unknown,4932,4656,,Ka,,,,,,,,,,,,,,,,,,,,,,,,
HETEROPTERA,Cimicidae,,,Cimex lectularius,Cimex,lectularius,"Linnaeus, 1758",adv,no,no,no,no,no,no,no,,predator,predator on humans,n.d.,,na,,,4952,4674,,,,,,,,,,,,,,,,,,,,,,,,,,
HETEROPTERA,Reduviidae,,,Ectomocoris biguttulus,Ectomocoris,biguttulus,"Still, 1870",adv,no,no,no,no,no,no,no,,predator,predator,n.d.,,na,,,5377,5071,,,Oa,,,,,,,,,,,,,,,,,,,,,,,
HETEROPTERA,Reduviidae,,,Emesopsis nubilus,Emesopsis,nubilus,"Uhler, 1893",adv,no,no,no,no,no,no,no,,predator,predator,n.d.,,na,,,5378,5072,,,Oa,,,,,,,,,,,,,,,,,,,,,,,
HETEROPTERA,Reduviidae,,,Empicoris rubromaculatus,Empicoris,rubromaculatus,"Blackburn, 1889",adv,poss,Kil,poss,poss,poss,poss,poss,female 5.5mm,predator,predator,"Clermontia sp., Ficus bengalensis, Maba sandwicensis, Metrosideros polymorpha, Pritchardia sp.","ferns, ",na,middle,,5381,5075,,Ka,Oa,Mo,Ln,,Ma,Ha,"Blackburn, 1889",,Mi,,,Ly,,,,,,,,,,,,
HETEROPTERA,Reduviidae,,,Empicoris minutus,Empicoris,minutus,"Usinger, 1946",adv,prob not,prob not,prob not,prob not,prob not,no,no,4mm,predator,predator,n.d.,,na,unknown,unknown,5379,5073,,,Oa,,,,,Ha,Zimm 127,,,,,,,,,,,,,,,,,
HETEROPTERA,Reduviidae,,,Empicoris pulcher,Empicoris,pulcher,"Blackburn, 1889",adv,no,no,no,no,no,no,no,female 5.5mm,predator,predator,n.d.,,na,,,5380,5074,,,Oa,,,,,,,,,,,,,,,,,,,,,,,
HETEROPTERA,Reduviidae,,,Gallobelgicus saevus,Gallobelgicus,saevus,"Bergroth, 1913",adv,no,no,no,no,no,no,no,,predator,predator,n.d.,,na,,,5385,5077,,,Oa,,,,,,,,,,,,,,,,,,,,,,,
HETEROPTERA,Reduviidae,,,Haematoloecha rubescens,Haematoloecha,rubescens,"Distant, 1883",adv,no,no,no,no,no,poss,KoK,,predator,predator,n.d.,,na,unknown,unknown,5386,5078,,,,,,,,Ha,Jamieson 1999 BMOP,,,,,,,,,,,,,,,,,
HETEROPTERA,Anthocoridae,,,Lyctocoris campestris,Lyctocoris,campestris,"Fabricius, 1794",adv,prob not,prob not,prob not,prob not,prob not,no,no,?,predator,"predators on psocids, thrips, spider mites, insect eggs and other small arthropods",n.d.,,na,unknown,unknown,4939,4663,,,,,,,,Ha,,,,,,,,,,,,,,,,,,
HETEROPTERA,Reduviidae,,,Melanolestes picipes,Melanolestes,picipes,"Herrich-Schaeffer, 1846",adv,no,no,no,no,no,no,no,,predator,predator,n.d.,,na,,,5387,5079,,,Oa,,,,,,,,,,,,,,,,,,,,,,,
HETEROPTERA,Hebridae,,,Merragata hebroides,Merragata,hebroides,"White, 1877",adv,no,no,no,no,no,no,no,2mm,predator,predaceous,n.d.,,na,,,4962,4684,,,Oa,,,,,,,,,,,,,,,,,,,,,,,
HETEROPTERA,Mesoveliidae,,,Mesovelia amoena,Mesovelia,amoena,"Uhler, 1894",adv,no,no,no,no,no,no,no,,predator,predaceous,n.d.,,na,troglophilic,troglophilic,5107,4819,,Ka,Oa,,,,,Ha,Gagne and Howarth 1974,,,,,,,,,,,,,,,,,
HETEROPTERA,Mesoveliidae,,,Mesovelia mulsanti,Mesovelia,mulsanti,"White, 1879",adv,poss,poss,poss,poss,poss,poss,poss,?,predator,predaceous,n.d.,,na,ground,hunts near streams and ponds,5108,4820,,Ka,Oa,Mo,,,,Ha,"see Hungerford 1919: 100-105 for a detailed account of this species, Kansas Univ. Bull. (http://hbs.bishopmuseum.org/waipio/Critter%20pages/mesovelia.html)",,,,,,,,,,,,,,,,,
HETEROPTERA,Saldidae,,,Microcanthia humulis,Microcanthia,humulis,"Say, 1831",adv,no,no,no,no,no,no,no,,predator,"family is mostly predaceous, contains some scavengers",n.d.,,na,,,5414,5106,,,Oa,,,,,,,,,,,,,,,,,,,,,,,
HETEROPTERA,Pentatomidae,,,Murgantia histrionica,Murgantia,histrionica,"Hahn, 1834",adv,no,no,no,no,no,no,prob not,?,predator,predaceaous,n.d.,"crucifers, garden plants",na,"lower, middle",,5357,5051,,Ka,Oa,,,,,,Zimmerman 1948,,,,,,,,,,,,,,,,,
HETEROPTERA,Nabidae,,,Nabis capsiformis,Nabis,capsiformis,"Germar, 1837",adv,prob not,prob not,prob not,prob not,prob not,prob not,prob not,6mm,predator,wholly or mostly predaceous,"hosts include sugarcaneaphid and leafhopper (recorded drinking honeydew from leafhopper)  in addition to a large number of other similar insects not specifically identified. Hostplants recorded as: alfalfa, Bermusa grass, Cyperus, grasses, potato, sugarcane, taro, various garden and truck crops","hosts include sugarcaneaphid and leafhopper (recorded drinking honeydew from leafhopper)  in addition to a large number of other similar insects not specifically identified. Hostplants recorded as: alfalfa, Bermusa grass, Cyperus, grasses, potato, sugarcane, taro, various garden and truck crops",na,"lower, middle",searches leaves or stem,5317,5021,,Ka,Oa,Mo,Ln,,Ma,Ha,White 1878,Ku,Mi,Pe,Li,Ly,,Fr,,Na,,,,,,,,
HETEROPTERA,Reduviidae,,,Nagusta sp.nr. singalensis,Nagusta,sp.nr. singalensis,"Distant, 1909",adv,no,no,no,no,no,no,no,,predator,predator,n.d.,,na,,,5388,5080,,,Oa,Mo,,,,,,,,,,,,,,,,,,,,,,
HETEROPTERA,Notonectidae,,,Notonecta indica,Notonecta,indica,"Linnaeus, 1771",adv,poss,poss,poss,poss,Koh,poss,no,,predator,predaceous,n.d.,water,na,lower,"""appears to particularly favor artificial ponds and reservoirs throughout a wide range of elevations""",5354,5048,,,Oa,,,,,Ha,"Polhemus 1995, OPHBS",,,,,,,,,,,,,,,,,
HETEROPTERA,Reduviidae,,,Oncocephalus pacificus,Oncocephalus,pacificus,"Kirkaldy, 1908",adv,prob not,prob not,prob not,prob not,prob not,prob not,prob not,,predator,predator,n.d.,,na,unknown,most in this group feed on vertebrate bug (kissing bug). Some are insect predators. ,5395,5087,,Ka,Oa,,,,Ma,Ha,"guess, PHES1977",,,,,,,,,,,,,,,,,
HETEROPTERA,Anthocoridae,,,Orius persequens,Orius,persequens,"White, 1877",adv,prob not,prob not,prob not,prob not,prob not,prob not,prob not,,predator,"predators on psocids, thrips, spider mites, insect eggs and other small arthropods",n.d.,"local predators found in infested banyan leaves(for control of Cuban-laurel thrips were Orius persequens, Davies and Krauss 1966 ",na,unknown,unknown,4944,4667,,Ka,Oa,Mo,Ln,,Ma,Ha,,Ku,Mi,Pe,,Ly,,,,Na,Nu,,,,,,,
HETEROPTERA,Anthocoridae,,,Orius pumilio,Orius,pumilio,"Champion, 1900",adv,no,no,no,no,no,no,no,,predator,"predators on psocids, thrips, spider mites, insect eggs and other small arthropods",n.d.,,na,unknown,unknown,4946,4668,,,,,,,,,,,,,,,,,,,,,,,,,,
HETEROPTERA,Anthocoridae,,,Paratriphleps laeviusculus,Paratriphleps,laeviusculus,"Champion, 1900",adv,no,no,no,no,no,no,prob not,,predator,"predators on psocids, thrips, spider mites, insect eggs and other small arthropods",n.d.,,na,unknown,unknown,4948,4670,,Ka,Oa,Mo,,,,,,,,,,,,,,,,,,,,,,
HETEROPTERA,Reduviidae,,,Peregrinator biannulipes,Peregrinator,biannulipes,"Montrouzier & Signoret, 1861",adv,no,no,no,no,no,no,no,,predator,predator,n.d.,,na,,,5396,5088,,,Oa,,,,,,,,,,,,,,,,,,,,,,,
HETEROPTERA,Anthocoridae,,,Physopleurella mundula,Physopleurella,mundula,"White, 1877",adv,prob not,prob not,prob not,prob not,prob not,prob not,prob not,,predator,"predators on psocids, thrips, spider mites, insect eggs and other small arthropods",n.d.,,na,unknown,unknown,4949,4671,,Ka,Oa,Mo,,,Ma,Ha,Zomm 1948,,,,,,,,,,,,,,,,,
HETEROPTERA,Reduviidae,,,Ploiaria insolida,Ploiaria,insolida,,adv,prob not,prob not,prob not,prob not,prob not,no,no,,predator,predator,n.d.,,na,unknown,unknown,5397,5089,,,Oa,,Ln,,,Ha,,,,,,,,,,,,,,,,,,
HETEROPTERA,Reduviidae,,,Ploiaria macrophthalma,Ploiaria,macrophthalma,"Dohm, 1860",adv,no,no,no,no,no,no,no,,predator,predator,n.d.,,na,,,5398,5090,,,Oa,,,,,,,,,,,,,,,,,,,,,,,
HETEROPTERA,Reduviidae,,,Polididus armatissimus,Polididus,armatissimus,"Stal, 1859",adv,prob not,prob not,prob not,prob not,prob not,prob not,prob not,,predator,predator,n.d.,,na,unknown,unknown,5399,5091,,Ka,Oa,,,,Ma,Ha,,,,,,,,,,,,,,,,,,
HETEROPTERA,Reduviidae,,,Scadra rufidens,Scadra,rufidens,"Still, 1859",adv,prob not,prob not,prob not,prob not,prob not,no,prob not,,predator,predator,n.d.,,na,unknown,unknown,5406,5098,,Ka,Oa,,,,,Ha,guess,,,,,,,,,,,,,,,,,
HETEROPTERA,Reduviidae,,,Triatoma rubrofasciata,Triatoma,rubrofasciata,"DeGeer, 1773",adv,no,no,no,no,no,no,prob not,,predator,"vertebrate blood sucking, potentially predaceous on insect",n.d.,,na,unknown,unknown,5407,5099,,Ka,Oa,,,,,,Zimmerman 1948,,,,,,,,,,,,,,,,,
HETEROPTERA,Anthocoridae,,,Xylocoris discalis,Xylocoris,discalis,"Van Duzee, 1914",adv,no,no,no,no,no,no,no,,predator,"predators on psocids, thrips, spider mites, insect eggs and other small arthropods",n.d.,,na,unknown,unknown,4950,4672,,,Oa,,,,,,,,,,,,,,,,,,,,,,,
HETEROPTERA,Reduviidae,,,Zelus renardii,Zelus,renardii,"Kolenati, 1856",adv,poss,poss,poss,poss,poss,poss,poss,"male 13.14mm, female 14.17",predator,"voraceous predator, female was observed eating a male of her own species in captivity",n.d.,,na,unknown,unknown,5408,5100,,Ka,Oa,Mo,Ln,,Ma,Ha,"Zimmerman 1948, Kirkaldy 1902=Zelus peregrinus",,Mi,,,,,,,,Nu,,,,,,,
HETEROPTERA,Dipsocoridae,,,Ceratocombus hawaiiensis,Ceratocombus,hawaiiensis,"Usinger, 1946",adv?,no,no,no,no,no,no,prob not,,predator,probably predaceous,n.d.,,na,unknown,unknown,4958,4680,,Ka,,,,,,,,,,,,,,,,,,,,,,,,
HETEROPTERA,Anthocoridae,,,Lyctocoris hawaiiensis,Lyctocoris,hawaiiensis,"Kirkaldy, 1902",adv?,no,no,no,no,no,prob not,no,male 4.17mm,predator,"predators on psocids, thrips, spider mites, insect eggs and other small arthropods",n.d.,,na,unknown,unknown,4940,4664,,,,,,,Ma,,"Kirkaldy, 1902",,,,,,,,,,,,,,,,,
HETEROPTERA,Mesoveliidae,,,Cavaticovelia aaa,Cavaticovelia,aaa,"Gagne & Howarth, 1975",end,no,no,no,no,no,no,no,,predator,predaceous,n.d.,,na,troglophilic,troglophilic,5106,4818,,,,,,,,Ha,Cavaticovelia,,,,,,,,,,,,,,,,,
HETEROPTERA,Anthocoridae,,,Lasiochilus denigratus,Lasiochilus,denigratus,"White, 1879",end,poss,poss,poss,poss,poss,poss,poss,male 2.66-3.5mm,predator,"predators on psocids, thrips, spider mites, insect eggs and other small arthropods","Antidesma sp., Cibotium sp., Coprosma sp.",", dead tree-fern stem",na,middle,"dead tree fern stem, other",4934,4658,,Ka,Oa,,Ln,,Ma,Ha,Zimmerman 1948,,,,,,,,,,,,,,,,,
HETEROPTERA,Anthocoridae,,,Lasiochilus montivagus,Lasiochilus,montivagus,"Kirkaldy, 1908",end,poss,poss,Ola,poss,poss,no,no,4 mm,predator,"predators on psocids, thrips, spider mites, insect eggs and other small arthropods",Cheirodendron sp.,,na,canopy,unknown,4935,4659,,,,,Ln,,,Ha,,,,,,,,,,,,,,,,,,
HETEROPTERA,Anthocoridae,,,Lasiochilus decolor,Lasiochilus,decolor,"White, 1879",end,no,no,no,no,no,no,no,,predator,"predators on psocids, thrips, spider mites, insect eggs and other small arthropods",n.d.,,na,unknown,unknown,4933,4657,,,Oa,,,,,,,,,,,,,,,,,,,,,,,
HETEROPTERA,Anthocoridae,,,Lasiochilus silvicola,Lasiochilus,silvicola,"Kirkaldy, 1908",end,no,no,no,no,no,no,poss,3.25 mm,predator,"predators on psocids, thrips, spider mites, insect eggs and other small arthropods",Cheirodendron sp.,,na,canopy,unknown,4937,4661,,Ka,,,,,,,,,,,,,,,,,,,,,,,,
HETEROPTERA,Anthocoridae,,,Lasiochilus nubigenus,Lasiochilus,nubigenus,"Kirkaldy, 1908",end,no,no,no,no,no,poss,no,3.125 mm,predator,"predators on psocids, thrips, spider mites, insect eggs and other small arthropods",n.d.,,na,unknown,unknown,4936,4660,,,,,,,Ma,,,,,,,,,,,,,,,,,,,
HETEROPTERA,Anthocoridae,,,Lilia dilecta,Lilia,dilecta,"White, 1879",end,no,no,no,no,no,poss,no,3.5mm,predator,"predators on psocids, thrips, spider mites, insect eggs and other small arthropods","Acacia koa, Cyanea sp., Straussia sp.",,na,middle,"beneath Acacia koa bark, rotting stem of Cyanea",4938,4662,,,,,,,Ma,,,,,,,,,,,,,,,,,,,
HETEROPTERA,Veliidae,,,Microvelia vagans,Microvelia,vagans,"White, 1878",end,poss,poss,poss,poss,poss,poss,poss,"male 3-3.5mm, female 3-3.5mm",predator,"predator: chironomid dlies, craneflies, collembola (probably Salina), Zimmerman 1948",n.d.,,na,ground,"water surfaces and edges, wet rocks and leaves nearby",5432,5121,,Ka,Oa,Mo,Ln,,Ma,Ha,"White, 1878",,,,,,,,,,Nu,,,,,,,
HETEROPTERA,Nabidae,,,Nabis subrufus,Nabis,subrufus,"White, 1877",end,no,no,no,no,no,no,no,8mm,predator,wholly or mostly predaceous,"Metrosideros polymorpha, Cyrtandra sp.",,na,"middle, canopy","under bark, on leaves or stem",5348,5044,,,Oa,Mo,,,Ma,Ha,Zimmerman 1948-records this only from Oahu (Kirkaldy included forms from several islands under this name),,,,,,,,,,,,,,,,,
HETEROPTERA,Nabidae,,,Nabis lusciosus,Nabis,lusciosus,"White, 1877",end,no,no,no,no,no,no,no,9mm,predator,wholly or mostly predaceous (flightless),"Acacia koa, Metrosideros polymorpha, Pipturus sp., Straussia sp.","observed preying on native cricket nymphs on Oahu. Acacia koa, Metrosideros, Pipturus sp., Straussia sp.",na,"lower, middle, canopy","under bark, on leaves or stem",5331,5031,,Ka,Oa,Mo,,,Ma,Ha,Zimmerman 1948-records this only from Oahu (Kirkaldy included forms from several islands under this name),,,,,,,,,,,,,,,,,
HETEROPTERA,Nabidae,,,Nabis pele,Nabis,pele,"Kirkaldy, 1909",end,poss,Kil,Ola,poss,poss,no,no,"male 7.5mm, female 8.5mm",predator,wholly or mostly predaceous,"Cibotium sp., Metrosideros polymorpha",,na,"middle, canopy",,5340,5038,,,,,,,,Ha,"Kirkaldy, 1909",,,,,,,,,,,,,,,,,
